Player,From,To,Pos,Ht,Wt,Birth Date,College,Link
Tom Stith,1963,1963,F,6-5,210.0,"January 21, 1939",St. Bonaventure University,/players/s/stithto01.html
Alex Stivrins,1986,1993,F,6-8,220.0,"November 29, 1962",University of Colorado,/players/s/stivral01.html
David Stockton,2015,2015,G,5-11,165.0,"June 24, 1991",Gonzaga University,/players/s/stockda01.html
John Stockton*,1985,2003,G,6-1,170.0,"March 26, 1962",Gonzaga University,/players/s/stockjo01.html
Peja Stojakovic,1999,2011,F-G,6-9,220.0,"June 9, 1977",,/players/s/stojape01.html
Ed Stokes,1998,1998,C,7-0,264.0,"September 3, 1971",University of Arizona,/players/s/stokeed01.html
Greg Stokes,1986,1990,F-C,6-10,220.0,"August 5, 1963",University of Iowa,/players/s/stokegr01.html
Jarnell Stokes,2015,2017,F-C,6-9,263.0,"January 7, 1994",University of Tennessee,/players/s/stokeja01.html
Maurice Stokes*,1956,1958,F-C,6-7,232.0,"June 17, 1933",Saint Francis University,/players/s/stokema01.html
Art Stolkey,1947,1947,G,6-1,180.0,"October 23, 1920",University of Detroit Mercy,/players/s/stolkar01.html
Randy Stoll,1968,1968,C,6-7,235.0,,Washington State University,/players/s/stollra01.html
Diamond Stone,2017,2017,C,6-11,255.0,"February 10, 1997",University of Maryland,/players/s/stonedi01.html
George Stone,1969,1972,F,6-7,195.0,"February 9, 1946",Marshall University,/players/s/stonege01.html
Julyan Stone,2012,2014,G,6-6,200.0,"December 7, 1988",University of Texas at El Paso,/players/s/stoneju01.html
Awvee Storey,2005,2008,G-F,6-6,222.0,"April 18, 1977",Arizona State University,/players/s/storeaw01.html
Damon Stoudamire,1996,2008,G,5-10,171.0,"September 3, 1973",University of Arizona,/players/s/stoudda01.html
Salim Stoudamire,2006,2008,G,6-1,179.0,"October 11, 1982",University of Arizona,/players/s/stoudsa01.html
Amar'e Stoudemire,2003,2016,F-C,6-10,245.0,"November 16, 1982",,/players/s/stoudam01.html
Paul Stovall,1973,1974,F,6-4,215.0,"August 16, 1948",Arizona State University,/players/s/stovapa01.html
D.J. Strawberry,2008,2008,G,6-5,201.0,"June 15, 1985",University of Maryland,/players/s/strawdj01.html
Joe Strawder,1966,1968,C,6-10,235.0,"September 21, 1940",Bradley University,/players/s/strawjo01.html
Bill Stricker,1971,1971,F,6-9,210.0,"January 22, 1948",University of the Pacific,/players/s/stricbi01.html
Erick Strickland,1997,2005,G,6-3,210.0,"November 25, 1973",University of Nebraska,/players/s/stricer01.html
Mark Strickland,1995,2003,F,6-9,210.0,"July 14, 1970",Temple University,/players/s/stricma01.html
Rod Strickland,1989,2005,G,6-3,175.0,"July 11, 1966",DePaul University,/players/s/stricro02.html
Roger Strickland,1964,1964,F,6-5,200.0,"September 4, 1940",Jacksonville University,/players/s/stricro01.html
John Stroeder,1988,1989,F,6-10,260.0,"July 24, 1958",University of Montana,/players/s/stroejo01.html
Derek Strong,1992,2001,F,6-8,220.0,"February 9, 1968",Xavier University,/players/s/stronde01.html
Lamont Strothers,1992,1993,G,6-4,190.0,"May 10, 1968",Christopher Newport University,/players/s/strotla01.html
John Stroud,1981,1981,F,6-7,215.0,"October 29, 1957",University of Mississippi,/players/s/stroujo01.html
Red Stroud,1968,1968,G,6-0,160.0,"May 2, 1941",Mississippi State University,/players/s/stroure01.html
Rodney Stuckey,2008,2017,G,6-5,210.0,"April 21, 1986",Eastern Washington University,/players/s/stuckro01.html
Gene Stump,1948,1950,F-G,6-2,185.0,"November 13, 1923",DePaul University,/players/s/stumpge01.html
Stan Stutz,1947,1949,G-F,5-10,170.0,"April 14, 1920",University of Rhode Island,/players/s/stutzst01.html
Gary Suiter,1971,1971,C-F,6-9,225.0,"January 18, 1945",Midwestern State University,/players/s/suitega01.html
Jared Sullinger,2013,2017,F,6-9,260.0,"March 4, 1992",Ohio State University,/players/s/sullija01.html
DaJuan Summers,2010,2013,F,6-8,230.0,"January 24, 1988",Georgetown University,/players/s/summeda01.html
Barry Sumpter,1989,1989,F-C,6-11,215.0,"November 11, 1965",Austin Peay State University,/players/s/sumptba01.html
Don Sunderlage,1954,1955,G,6-1,180.0,"December 20, 1929",University of Illinois at Urbana-Champaign,/players/s/sundedo01.html
Bruno Sundov,1999,2005,C,7-2,220.0,"February 10, 1980",,/players/s/sundobr01.html
Jon Sundvold,1984,1992,G,6-2,170.0,"July 2, 1961",University of Missouri,/players/s/sundvjo01.html
Bob Sura,1996,2005,G,6-5,200.0,"March 25, 1973",Florida State University,/players/s/surabo01.html
Dick Surhoff,1953,1954,F,6-4,210.0,"November 16, 1929",Long Island University,/players/s/surhodi01.html
George Sutor,1968,1970,C,6-8,235.0,"September 14, 1943",La Salle University,/players/s/sutorge01.html
Dane Suttle,1984,1985,G,6-3,190.0,"August 9, 1961",Pepperdine University,/players/s/suttlda01.html
Greg Sutton,1992,1996,G,6-2,170.0,"December 3, 1967",Oral Roberts University,/players/s/suttogr01.html
Keith Swagerty,1969,1970,F,6-7,235.0,"October 30, 1945",University of the Pacific,/players/s/swageke01.html
Bennie Swain,1959,1959,F,6-8,220.0,"December 16, 1933",Texas Southern University,/players/s/swainbe01.html
Norm Swanson,1954,1954,F,6-6,210.0,"October 4, 1930",University of Detroit Mercy,/players/s/swansno01.html
Dan Swartz,1963,1963,F,6-4,215.0,"December 23, 1934",Morehead State University,/players/s/swartda01.html
Mike Sweetney,2004,2007,F,6-8,275.0,"October 25, 1982",Georgetown University,/players/s/sweetmi01.html
Robert Swift,2005,2009,C,7-0,245.0,"December 3, 1985",,/players/s/swiftro01.html
Skeeter Swift,1970,1974,G,6-3,204.0,"June 19, 1946",East Tennessee State University,/players/s/swiftsk01.html
Stromile Swift,2001,2009,F,6-9,225.0,"November 21, 1979",Louisiana State University,/players/s/swiftst01.html
Aaron Swinson,1995,1995,F,6-5,230.0,"January 9, 1971",Auburn University,/players/s/swinsaa01.html
Pape Sy,2011,2011,F,6-7,225.0,"April 5, 1988",,/players/s/sypa01.html
Buck Sydnor,1947,1947,G,5-10,175.0,"September 19, 1921",Western Kentucky University,/players/s/sydnobu01.html
Larry Sykes,1996,1996,F,6-9,255.0,"April 11, 1973",Xavier University,/players/s/sykesla01.html
Brett Szabo,1997,1997,C,6-11,230.0,"February 1, 1968",Augustana College (SD),/players/s/szabobr01.html
Wally Szczerbiak,2000,2009,F,6-7,244.0,"March 5, 1977",Miami University,/players/s/szczewa02.html
Walt Szczerbiak,1972,1972,F,6-6,210.0,"August 21, 1949",George Washington University,/players/s/szczewa01.html
Zan Tabak,1995,2001,C,7-0,245.0,"June 15, 1970",,/players/t/tabakza01.html
Yuta Tabuse,2005,2005,G,5-9,165.0,"October 5, 1980",Brigham Young University Hawaii,/players/t/tabusyu01.html
Chris Taft,2006,2006,F,6-10,260.0,"March 10, 1985",University of Pittsburgh,/players/t/taftch01.html
Sid Tanenbaum,1948,1949,G,6-0,160.0,"October 8, 1925",New York University,/players/t/tanensi01.html
Dragan Tarlac,2001,2001,C,6-10,260.0,"May 9, 1973",,/players/t/tarladr01.html
Roy Tarpley,1987,1995,C-F,6-11,230.0,"November 28, 1964",University of Michigan,/players/t/tarplro01.html
Levern Tart,1968,1971,G-F,6-2,195.0,"June 1, 1942",Bradley University,/players/t/tartle01.html
Earl Tatum,1977,1980,G-F,6-5,185.0,"July 26, 1953",Marquette University,/players/t/tatumea01.html
Edy Tavares,2016,2017,C,7-3,260.0,"March 22, 1992",,/players/t/tavarwa01.html
Anthony Taylor,1989,1989,G,6-4,175.0,"November 30, 1965",University of Oregon,/players/t/tayloan01.html
Brian Taylor,1973,1982,G,6-2,185.0,"June 9, 1951",Princeton University,/players/t/taylobr01.html
Donell Taylor,2006,2007,G,6-6,180.0,"July 26, 1982",University of Alabama at Birmingham,/players/t/taylodo01.html
Fatty Taylor,1970,1977,G,6-0,175.0,"March 13, 1946",La Salle University,/players/t/taylofa01.html
Fred Taylor,1971,1972,G-F,6-5,180.0,"February 5, 1948",University of Texas-Pan American,/players/t/taylofr01.html
Isaiah Taylor,2017,2017,G,6-3,170.0,"July 11, 1994",University of Texas at Austin,/players/t/taylois01.html
Jay Taylor,1990,1990,G,6-3,190.0,"October 3, 1967",Eastern Illinois University,/players/t/tayloja01.html
Jeff Taylor,1983,1987,G,6-4,175.0,"January 1, 1960",Texas Tech University,/players/t/tayloje01.html
Jeffery Taylor,2013,2015,F,6-7,225.0,"May 23, 1989",Vanderbilt University,/players/t/tayloje03.html
Jermaine Taylor,2010,2011,G,6-4,210.0,"December 8, 1986",University of Central Florida,/players/t/tayloje02.html
Johnny Taylor,1998,2000,F,6-9,220.0,"June 4, 1974",University of Tennessee at Chattanooga,/players/t/taylojo01.html
Leonard Taylor,1990,1990,F,6-8,220.0,"May 2, 1966",University of California,/players/t/taylole01.html
Maurice Taylor,1998,2007,F,6-9,260.0,"October 30, 1976",University of Michigan,/players/t/tayloma01.html
Mike Taylor,2009,2009,G,6-2,165.0,"January 21, 1986",Iowa State University,/players/t/taylomi01.html
Oliver Taylor,1971,1974,G-F,6-2,194.0,"March 7, 1947",University of Houston,/players/t/taylool01.html
Ronald Taylor,1970,1972,C,7-1,265.0,"November 21, 1947",University of Southern California,/players/t/tayloro01.html
Tyshawn Taylor,2013,2014,G,6-3,185.0,"April 12, 1990",University of Kansas,/players/t/tayloty01.html
Vince Taylor,1983,1983,G-F,6-5,180.0,"September 11, 1960",Duke University,/players/t/taylovi01.html
Terry Teagle,1983,1993,F-G,6-5,195.0,"April 10, 1960",Baylor University,/players/t/teaglte01.html
Jeff Teague,2010,2017,G,6-2,186.0,"June 10, 1988",Wake Forest University,/players/t/teaguje01.html
Marquis Teague,2013,2014,G,6-2,189.0,"February 28, 1993",University of Kentucky,/players/t/teaguma01.html
Mirza Teletovic,2013,2017,F,6-9,242.0,"September 18, 1985",,/players/t/teletmi01.html
Sebastian Telfair,2005,2015,G,6-0,165.0,"June 9, 1985",,/players/t/telfase01.html
Collis Temple,1975,1975,F,6-8,220.0,"November 8, 1952",Louisiana State University,/players/t/templco01.html
Garrett Temple,2010,2017,G,6-6,195.0,"May 8, 1986",Louisiana State University,/players/t/templga01.html
Ira Terrell,1977,1979,F-C,6-8,200.0,"June 19, 1954",Southern Methodist University,/players/t/terreir01.html
Carlos Terry,1981,1983,G-F,6-5,210.0,"June 22, 1956",Winston-Salem State University,/players/t/terryca01.html
Chuck Terry,1973,1977,F,6-6,215.0,"September 27, 1950","California State University, Long Beach",/players/t/terrych01.html
Claude Terry,1973,1978,G-F,6-4,195.0,"January 12, 1950",Stanford University,/players/t/terrycl01.html
Jason Terry,2000,2017,G,6-2,185.0,"September 15, 1977",University of Arizona,/players/t/terryja01.html
Hasheem Thabeet,2010,2014,C,7-3,263.0,"February 16, 1987",University of Connecticut,/players/t/thabeha01.html
Tom Thacker,1964,1971,G-F,6-2,170.0,"November 2, 1939",University of Cincinnati,/players/t/thackto01.html
Floyd Theard,1970,1970,G,6-1,170.0,"September 5, 1944",Kentucky State University,/players/t/thearfl01.html
Reggie Theus,1979,1991,G,6-7,190.0,"October 13, 1957","University of Nevada, Las Vegas",/players/t/theusre01.html
Peter Thibeaux,1985,1986,F,6-7,210.0,"October 3, 1961",Saint Mary's College of California,/players/t/thibepe01.html
Bill Thieben,1957,1958,F-C,6-7,215.0,"March 28, 1935",Hofstra University,/players/t/thiebbi01.html
Justus Thigpen,1970,1974,G,6-1,160.0,"August 13, 1947",Weber State University,/players/t/thigpju01.html
David Thirdkill,1983,1987,F-G,6-7,195.0,"April 12, 1960",Bradley University,/players/t/thirdda01.html
Adonis Thomas,2014,2014,F,6-7,200.0,"March 25, 1993",University of Memphis,/players/t/thomaad01.html
Billy Thomas,2005,2008,G,6-4,208.0,"December 23, 1975",University of Kansas,/players/t/thomabi01.html
Carl Thomas,1992,1998,G,6-4,175.0,"October 3, 1969",Eastern Michigan University,/players/t/thomaca01.html
Charles Thomas,1992,1992,G,6-3,175.0,"October 3, 1969",Eastern Michigan University,/players/t/thomach01.html
Etan Thomas,2002,2011,F,6-9,256.0,"April 1, 1978",Syracuse University,/players/t/thomaet01.html
Irving Thomas,1991,1991,F,6-8,225.0,"January 2, 1966",Florida State University,/players/t/thomair01.html
Isaiah Thomas,2012,2017,G,5-9,185.0,"February 7, 1989",University of Washington,/players/t/thomais02.html
Isiah Thomas*,1982,1994,G,6-1,180.0,"April 30, 1961",Indiana University,/players/t/thomais01.html
Jamel Thomas,2000,2001,F,6-6,215.0,"March 25, 1973",Providence College,/players/t/thomaja01.html
James Thomas,2005,2006,F,6-8,235.0,"November 22, 1980",University of Texas at Austin,/players/t/thomaja02.html
Jim Thomas,1984,1991,G,6-3,190.0,"October 19, 1960",Indiana University,/players/t/thomaji01.html
Joe Thomas,1971,1971,F,6-6,205.0,"March 9, 1948",Marquette University,/players/t/thomajo01.html
John Thomas,1998,2006,F,6-9,265.0,"September 8, 1975",University of Minnesota,/players/t/thomajo02.html
Kenny Thomas,2000,2010,F,6-7,261.0,"July 25, 1977",University of New Mexico,/players/t/thomake01.html
Kurt Thomas,1996,2013,F,6-9,230.0,"October 4, 1972",Texas Christian University,/players/t/thomaku01.html
Lance Thomas,2012,2017,F,6-8,235.0,"April 24, 1988",Duke University,/players/t/thomala01.html
Malcolm Thomas,2012,2015,F,6-9,225.0,"November 8, 1988",San Diego State University,/players/t/thomama01.html
Ronald Thomas,1973,1976,F,6-6,215.0,"November 19, 1950",University of Louisville,/players/t/thomaro01.html
Terry Thomas,1976,1976,F,6-8,220.0,"August 20, 1953",University of Detroit Mercy,/players/t/thomate01.html
Tim Thomas,1998,2010,F,6-10,230.0,"February 26, 1977",Villanova University,/players/t/thomati01.html
Tyrus Thomas,2007,2015,F,6-9,215.0,"August 17, 1986",Louisiana State University,/players/t/thomaty01.html
Willis Thomas,1968,1968,G,6-2,185.0,,Tennessee State University,/players/t/thomawi01.html
Trey Thompkins,2012,2012,F,6-10,245.0,"May 20, 1990",University of Georgia,/players/t/thomptr02.html
Bernard Thompson,1985,1989,F-G,6-6,210.0,"August 30, 1962","California State University, Fresno",/players/t/thompbe01.html
Billy Thompson,1987,1992,F,6-7,195.0,"December 1, 1963",University of Louisville,/players/t/thompbi01.html
Brooks Thompson,1995,1998,G,6-4,193.0,"July 19, 1970",Oklahoma State University,/players/t/thompbr01.html
Corny Thompson,1983,1983,F,6-8,225.0,"February 5, 1960",University of Connecticut,/players/t/thompco01.html
David Thompson*,1976,1984,G-F,6-4,195.0,"July 13, 1954",North Carolina State University,/players/t/thompda01.html
Dijon Thompson,2006,2007,G-F,6-7,195.0,"February 23, 1983","University of California, Los Angeles",/players/t/thompdi01.html
George Thompson,1970,1975,G,6-2,200.0,"November 29, 1947",Marquette University,/players/t/thompge01.html
Hollis Thompson,2014,2017,G-F,6-8,206.0,"April 3, 1991",Georgetown University,/players/t/thompho01.html
Jack Thompson,1969,1969,G,6-1,185.0,"March 26, 1946",University of South Carolina,/players/t/thompja01.html
Jason Thompson,2009,2016,F-C,6-11,250.0,"July 21, 1986",Rider University,/players/t/thompja02.html
John Thompson*,1965,1966,F,6-10,225.0,"September 2, 1941",Providence College,/players/t/thompjo01.html
Kevin Thompson,1994,1994,C-F,6-11,260.0,"February 7, 1971",North Carolina State University,/players/t/thompke01.html
Klay Thompson,2012,2017,G,6-7,215.0,"February 8, 1990",Washington State University,/players/t/thompkl01.html
LaSalle Thompson,1983,1997,C-F,6-10,245.0,"June 23, 1961",University of Texas at Austin,/players/t/thompla01.html
Mychal Thompson,1979,1991,C-F,6-10,226.0,"January 30, 1955",University of Minnesota,/players/t/thompmy01.html
Mychel Thompson,2012,2012,G,6-6,211.0,"June 1, 1988",Pepperdine University,/players/t/thompmy02.html
Paul Thompson,1984,1986,G-F,6-6,210.0,"May 25, 1961",Tulane University,/players/t/thomppa01.html
Stephen Thompson,1992,1992,G,6-4,185.0,"December 2, 1968",Syracuse University,/players/t/thompst01.html
Tristan Thompson,2012,2017,F-C,6-9,238.0,"March 13, 1991",University of Texas at Austin,/players/t/thomptr01.html
Skip Thoren,1968,1970,C,6-10,230.0,"April 5, 1943",University of Illinois at Urbana-Champaign,/players/t/thoresk01.html
Rod Thorn,1964,1971,G,6-4,195.0,"May 23, 1941",West Virginia University,/players/t/thornro01.html
Al Thornton,2008,2011,F,6-8,220.0,"December 7, 1983",Florida State University,/players/t/thornal01.html
Bob Thornton,1986,1996,F-C,6-10,225.0,"July 10, 1962","University of California, Irvine",/players/t/thornbo01.html
Dallas Thornton,1969,1970,G,6-4,190.0,"September 1, 1946",Kentucky Wesleyan College,/players/t/thornda01.html
Marcus Thornton,2010,2017,G,6-4,205.0,"June 5, 1987",Louisiana State University,/players/t/thornma01.html
Otis Thorpe,1985,2001,F-C,6-9,225.0,"August 5, 1962",Providence College,/players/t/thorpot01.html
Sedale Threatt,1984,1997,G,6-2,175.0,"September 10, 1961",West Virginia University Institute of Technology,/players/t/threase01.html
Nate Thurmond*,1964,1977,C-F,6-11,225.0,"July 25, 1941",Bowling Green State University,/players/t/thurmna01.html
Mel Thurston,1948,1948,G,6-0,175.0,"January 16, 1919",Canisius College,/players/t/thursme01.html
Hal Tidrick,1949,1949,F-G,6-1,190.0,"August 4, 1915",Washington & Jefferson College,/players/t/tidriha01.html
Dan Tieman,1963,1963,G,6-0,185.0,"November 30, 1940",Thomas More College,/players/t/tiemada01.html
Darren Tillis,1983,1984,C-F,6-11,215.0,"February 23, 1960",Cleveland State University,/players/t/tillida01.html
Jack Tingle,1948,1949,F,6-4,205.0,"December 30, 1924",University of Kentucky,/players/t/tinglja01.html
George Tinsley,1970,1972,F,6-5,205.0,"September 19, 1946",Kentucky Wesleyan College,/players/t/tinslge01.html
Jamaal Tinsley,2002,2014,G,6-3,195.0,"February 28, 1978",Iowa State University,/players/t/tinslja01.html
Wayman Tisdale,1986,1997,F-C,6-9,240.0,"June 9, 1964",University of Oklahoma,/players/t/tisdawa01.html
Mike Tobey,2017,2017,C,7-0,260.0,"October 10, 1994",University of Virginia,/players/t/tobeymi01.html
Mike Todorovich,1950,1951,F-C,6-5,220.0,"June 11, 1923",University of Wyoming,/players/t/todormi01.html
Ray Tolbert,1982,1989,F,6-9,225.0,"September 10, 1958",Indiana University,/players/t/tolbera01.html
Tom Tolbert,1989,1995,F-C,6-7,235.0,"October 16, 1965",University of Arizona,/players/t/tolbeto01.html
Anthony Tolliver,2009,2017,F-C,6-8,240.0,"June 1, 1985",Creighton University,/players/t/tollian01.html
Dean Tolson,1975,1978,F,6-8,190.0,"November 25, 1951",University of Arkansas,/players/t/tolsode01.html
Rudy Tomjanovich,1971,1981,F,6-8,218.0,"November 24, 1948",University of Michigan,/players/t/tomjaru01.html
Andrew Toney,1981,1988,G,6-3,178.0,"November 23, 1957",University of Louisiana at Lafayette,/players/t/toneyan01.html
Sedric Toney,1986,1994,G,6-2,178.0,"April 13, 1962",University of Dayton,/players/t/toneyse01.html
